epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
55,0.469080,0.471478,0.471478,0.331787,0.611170,0.145891,0.854167,0.854167,1.000000,0.708333,0.987847,0.990591,0.829268,0.740532,0.316457,0.280638,0.554786,0.414589,0.979167,0.978723,0.466385,0.466385,0.319135,0.613636,0.143879,0.812500,0.812500,1.000000,0.625000,0.994792,0.995370,0.769231,0.674200,0.330536,0.271832,0.553117,0.403120,0.979167,0.978723
56,0.423453,0.439398,0.439398,0.558779,0.320017,0.132859,0.916667,0.916667,0.884615,0.958333,0.986111,0.989583,0.920000,0.836242,0.296006,0.423179,0.734260,0.610254,0.979167,0.978723,0.428795,0.428795,0.536224,0.321365,0.127507,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.299947,0.411071,0.732840,0.597245,0.979167,0.978723
57,0.452527,0.434152,0.434152,0.343015,0.525289,0.128668,0.895833,0.895833,1.000000,0.791667,0.987847,0.990591,0.883721,0.809427,0.276167,0.287811,0.605305,0.450457,0.979167,0.978723,0.427801,0.427801,0.327854,0.527749,0.126038,0.895833,0.895833,1.000000,0.791667,0.994792,0.995370,0.883721,0.809427,0.275449,0.277474,0.603398,0.436510,0.979167,0.978723
58,0.397345,0.431805,0.431805,0.613394,0.250216,0.133593,0.875000,0.875000,0.821429,0.958333,0.986111,0.989583,0.884615,0.760639,0.269316,0.451322,0.786285,0.663530,0.979167,0.978723,0.418463,0.418463,0.585750,0.251177,0.126817,0.916667,0.916667,0.884615,0.958333,0.994792,0.995370,0.920000,0.836242,0.264124,0.437493,0.785006,0.651918,0.979167,0.978723
59,0.402708,0.445879,0.445879,0.241212,0.650547,0.138716,0.770833,0.770833,1.000000,0.541667,0.989583,0.991667,0.702703,0.609449,0.274147,0.212452,0.541699,0.365427,0.979167,0.978723,0.441418,0.441418,0.228949,0.653886,0.137429,0.770833,0.770833,1.000000,0.541667,0.994792,0.995370,0.702703,0.609449,0.272305,0.203132,0.539439,0.351129,0.979167,0.978723
60,0.411768,0.389122,0.389122,0.353518,0.424726,0.109594,0.958333,0.958333,1.000000,0.916667,0.987847,0.990591,0.956522,0.919866,0.262461,0.293673,0.669911,0.498902,0.979167,0.978723,0.380788,0.380788,0.334577,0.427000,0.105979,0.958333,0.958333,1.000000,0.916667,0.994792,0.995370,0.956522,0.919866,0.257280,0.281063,0.667763,0.481350,0.979167,0.978723
61,0.391318,0.378876,0.378876,0.450343,0.307409,0.107026,0.937500,0.937500,0.920000,0.958333,0.986111,0.989583,0.938776,0.875761,0.244449,0.355991,0.747945,0.593320,0.979167,0.978723,0.367107,0.367107,0.425374,0.308841,0.101323,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.262437,0.341164,0.746156,0.574776,0.979167,0.978723
62,0.365529,0.367872,0.367872,0.326783,0.408960,0.101666,0.958333,0.958333,1.000000,0.916667,0.987847,0.990591,0.956522,0.919866,0.245421,0.274106,0.682816,0.498803,0.979167,0.978723,0.359115,0.359115,0.307006,0.411223,0.097997,0.958333,0.958333,1.000000,0.916667,0.994792,0.995370,0.956522,0.919866,0.242037,0.260641,0.680511,0.478995,0.979167,0.978723
63,0.363009,0.400257,0.400257,0.618319,0.182195,0.124978,0.833333,0.833333,0.766667,0.958333,0.986111,0.989583,0.851852,0.688530,0.252399,0.448989,0.841548,0.717755,0.979167,0.978723,0.382368,0.382368,0.582229,0.182507,0.115977,0.916667,0.916667,0.857143,1.000000,0.994792,0.995370,0.923077,0.845154,0.275135,0.431467,0.840493,0.705381,0.979167,0.978723
64,0.362577,0.345724,0.345724,0.336096,0.355351,0.093349,0.958333,0.958333,0.958333,0.958333,0.987847,0.990591,0.958333,0.916667,0.229203,0.279489,0.719704,0.532076,0.979167,0.978723,0.335541,0.335541,0.313743,0.357340,0.088954,0.979167,0.979167,1.000000,0.958333,0.994792,0.995370,0.978723,0.959166,0.246383,0.264540,0.717346,0.510069,0.979167,0.978723
65,0.359025,0.383458,0.383458,0.595043,0.171874,0.118420,0.875000,0.875000,0.821429,0.958333,0.986111,0.989583,0.884615,0.760639,0.240096,0.434854,0.850766,0.724787,0.979167,0.978723,0.364506,0.364506,0.556966,0.172046,0.108918,0.937500,0.937500,0.888889,1.000000,0.994792,0.995370,0.941176,0.881917,0.262427,0.416003,0.849722,0.710211,0.979167,0.978723
66,0.348870,0.335283,0.335283,0.415061,0.255506,0.091667,0.937500,0.937500,0.920000,0.958333,0.986111,0.989583,0.938776,0.875761,0.218459,0.330291,0.789405,0.622442,0.979167,0.978723,0.321183,0.321183,0.385834,0.256532,0.084967,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.220389,0.312560,0.787518,0.599341,0.979167,0.978723
67,0.337924,0.332919,0.332919,0.255597,0.410240,0.090319,0.916667,0.916667,1.000000,0.833333,0.987847,0.990591,0.909091,0.845154,0.197917,0.220691,0.689046,0.469105,0.979167,0.978723,0.324561,0.324561,0.236263,0.412859,0.087338,0.937500,0.937500,1.000000,0.875000,0.994792,0.995370,0.933333,0.881917,0.194904,0.206576,0.686241,0.445404,0.979167,0.978723
68,0.335226,0.345192,0.345192,0.200683,0.489700,0.098245,0.895833,0.895833,1.000000,0.791667,0.989583,0.991667,0.883721,0.809427,0.233435,0.178284,0.644547,0.404861,0.979167,0.978723,0.338916,0.338916,0.184733,0.493100,0.096598,0.895833,0.895833,1.000000,0.791667,0.994792,0.995370,0.883721,0.809427,0.218824,0.165878,0.641419,0.381645,0.979167,0.978723
69,0.322384,0.311042,0.311042,0.373401,0.248684,0.082763,0.937500,0.937500,0.920000,0.958333,0.987847,0.990591,0.938776,0.875761,0.199392,0.301421,0.797018,0.618880,0.979167,0.978723,0.296676,0.296676,0.343740,0.249611,0.076163,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.200415,0.282725,0.794951,0.592948,0.979167,0.978723
70,0.309994,0.304441,0.304441,0.254234,0.354649,0.080009,0.979167,0.979167,1.000000,0.958333,0.987847,0.990591,0.978723,0.959166,0.213626,0.218243,0.727927,0.503488,0.979167,0.978723,0.294745,0.294745,0.232617,0.356874,0.076458,0.958333,0.958333,1.000000,0.916667,0.994792,0.995370,0.956522,0.919866,0.186437,0.202599,0.724978,0.476179,0.979167,0.978723
71,0.280560,0.458126,0.458126,0.837413,0.078838,0.162299,0.666667,0.666667,0.600000,1.000000,0.986111,0.989583,0.750000,0.447214,0.262807,0.540602,0.928559,0.852991,0.979167,0.978723,0.427893,0.427893,0.778027,0.077758,0.148427,0.708333,0.708333,0.631579,1.000000,0.994792,0.995370,0.774194,0.512989,0.253521,0.518745,0.928743,0.846113,0.979167,0.978723
72,0.391404,0.342219,0.342219,0.154359,0.530078,0.100932,0.854167,0.854167,1.000000,0.708333,0.989583,0.991667,0.829268,0.740532,0.193392,0.140130,0.628767,0.358955,0.979167,0.978723,0.337369,0.337369,0.140515,0.534223,0.100267,0.833333,0.833333,1.000000,0.666667,0.994792,0.995370,0.800000,0.707107,0.191910,0.128808,0.625219,0.334591,0.979167,0.978723
73,0.321958,0.287238,0.287238,0.274995,0.299482,0.073832,0.958333,0.958333,0.958333,0.958333,0.989583,0.991667,0.958333,0.916667,0.180787,0.232440,0.765683,0.545695,0.979167,0.978723,0.275598,0.275598,0.250149,0.301047,0.069246,0.979167,0.979167,1.000000,0.958333,0.994792,0.995370,0.978723,0.959166,0.196419,0.214976,0.763000,0.516759,0.979167,0.978723
74,0.296571,0.282393,0.282393,0.309779,0.255006,0.072546,0.937500,0.937500,0.920000,0.958333,0.989583,0.991667,0.938776,0.875761,0.183618,0.256379,0.796297,0.593681,0.979167,0.978723,0.268646,0.268646,0.281319,0.255973,0.066713,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.189709,0.237237,0.793941,0.564131,0.979167,0.978723
75,0.328145,0.294333,0.294333,0.201045,0.387620,0.078741,0.916667,0.916667,1.000000,0.833333,0.989583,0.991667,0.909091,0.845154,0.181332,0.176969,0.711886,0.451988,0.979167,0.978723,0.286137,0.286137,0.181993,0.390281,0.076348,0.937500,0.937500,1.000000,0.875000,0.994792,0.995370,0.933333,0.881917,0.208924,0.162324,0.708684,0.423351,0.979167,0.978723
76,0.299821,0.318238,0.318238,0.154301,0.482175,0.091381,0.875000,0.875000,1.000000,0.750000,0.991319,0.992816,0.857143,0.774597,0.177202,0.139635,0.658591,0.373966,0.979167,0.978723,0.312640,0.312640,0.139454,0.485825,0.090456,0.875000,0.875000,1.000000,0.750000,0.996528,0.996795,0.857143,0.774597,0.175443,0.127529,0.655151,0.347375,0.979167,0.978723
77,0.270393,0.326959,0.326959,0.136488,0.517429,0.096550,0.854167,0.854167,1.000000,0.708333,0.991319,0.992816,0.829268,0.740532,0.192396,0.124734,0.641208,0.347194,0.979167,0.978723,0.322245,0.322245,0.123018,0.521472,0.096118,0.833333,0.833333,1.000000,0.666667,0.996528,0.996795,0.800000,0.707107,0.202965,0.113516,0.637650,0.321127,0.979167,0.978723
78,0.353865,0.285713,0.285713,0.393189,0.178237,0.077095,0.937500,0.937500,0.920000,0.958333,0.989583,0.991667,0.938776,0.875761,0.163644,0.309789,0.852090,0.684559,0.979167,0.978723,0.267023,0.267023,0.355909,0.178138,0.068429,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.165876,0.287122,0.850582,0.655801,0.979167,0.978723
79,0.278085,0.266251,0.266251,0.266522,0.265980,0.067323,0.958333,0.958333,0.958333,0.958333,0.991319,0.992816,0.958333,0.916667,0.163599,0.224738,0.791288,0.562654,0.979167,0.978723,0.253506,0.253506,0.239909,0.267104,0.062348,0.979167,0.979167,1.000000,0.958333,0.994792,0.995370,0.978723,0.959166,0.179141,0.205953,0.788759,0.531039,0.979167,0.978723
80,0.274670,0.312353,0.312353,0.134572,0.490133,0.090980,0.875000,0.875000,1.000000,0.750000,0.991319,0.992816,0.857143,0.774597,0.169809,0.122839,0.658620,0.354021,0.979167,0.978723,0.307301,0.307301,0.120683,0.493920,0.090460,0.854167,0.854167,1.000000,0.708333,0.996528,0.996795,0.829268,0.740532,0.180473,0.111272,0.655091,0.326404,0.979167,0.978723
81,0.265445,0.312107,0.312107,0.504162,0.120053,0.092940,0.916667,0.916667,0.884615,0.958333,0.989583,0.991667,0.920000,0.836242,0.187053,0.373151,0.897232,0.775526,0.979167,0.978723,0.287174,0.287174,0.455303,0.119044,0.080940,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.184081,0.347156,0.896629,0.749831,0.979167,0.978723
82,0.264717,0.310979,0.310979,0.120224,0.501735,0.091917,0.875000,0.875000,1.000000,0.750000,0.991319,0.992816,0.857143,0.774597,0.177760,0.110430,0.655797,0.340525,0.979167,0.978723,0.306456,0.306456,0.107095,0.505817,0.091755,0.854167,0.854167,1.000000,0.708333,0.996528,0.996795,0.829268,0.740532,0.198892,0.099340,0.652048,0.312139,0.979167,0.978723
83,0.263937,0.274586,0.274586,0.401503,0.147670,0.075457,0.937500,0.937500,0.920000,0.958333,0.989583,0.991667,0.938776,0.875761,0.161601,0.311295,0.877271,0.726292,0.979167,0.978723,0.253025,0.253025,0.359178,0.146872,0.065471,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.174944,0.286113,0.876112,0.696162,0.979167,0.978723
84,0.252041,0.253227,0.253227,0.183999,0.322455,0.065423,0.937500,0.937500,1.000000,0.875000,0.991319,0.992816,0.933333,0.881917,0.130701,0.161386,0.760249,0.486549,0.979167,0.978723,0.243655,0.243655,0.162918,0.324391,0.062657,0.937500,0.937500,1.000000,0.875000,0.994792,0.995370,0.933333,0.881917,0.167954,0.145106,0.756887,0.451534,0.979167,0.978723
85,0.233165,0.291166,0.291166,0.467631,0.114701,0.085197,0.916667,0.916667,0.884615,0.958333,0.989583,0.991667,0.920000,0.836242,0.171701,0.348408,0.903106,0.783171,0.979167,0.978723,0.265379,0.265379,0.417499,0.113260,0.072994,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.167729,0.320914,0.902582,0.755705,0.979167,0.978723
86,0.228632,0.240098,0.240098,0.289879,0.190317,0.060937,0.937500,0.937500,0.920000,0.958333,0.989583,0.991667,0.938776,0.875761,0.138280,0.236862,0.848776,0.655515,0.979167,0.978723,0.222965,0.222965,0.255934,0.189996,0.053806,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.170115,0.214059,0.846685,0.619820,0.979167,0.978723
87,0.231373,0.235152,0.235152,0.279882,0.190422,0.059437,0.937500,0.937500,0.920000,0.958333,0.989583,0.991667,0.938776,0.875761,0.133913,0.229325,0.849523,0.654706,0.979167,0.978723,0.218137,0.218137,0.246248,0.190027,0.052453,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.166349,0.206540,0.847362,0.618059,0.979167,0.978723
88,0.247654,0.247177,0.247177,0.347238,0.147116,0.065861,0.937500,0.937500,0.920000,0.958333,0.989583,0.991667,0.938776,0.875761,0.168296,0.273125,0.880639,0.724948,0.979167,0.978723,0.225886,0.225885,0.305887,0.145884,0.056425,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.144892,0.247311,0.879309,0.691244,0.979167,0.978723
89,0.247760,0.249648,0.249648,0.362669,0.136628,0.067576,0.937500,0.937500,0.920000,0.958333,0.989583,0.991667,0.938776,0.875761,0.139876,0.282192,0.888625,0.742194,0.979167,0.978723,0.227153,0.227153,0.319161,0.135144,0.057508,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.158408,0.255568,0.887525,0.709319,0.979167,0.978723
90,0.232150,0.222251,0.222251,0.223722,0.220779,0.055180,0.937500,0.937500,0.920000,0.958333,0.991319,0.992816,0.938776,0.875761,0.146621,0.188523,0.830863,0.604581,0.979167,0.978723,0.207966,0.207966,0.195058,0.220874,0.049955,0.958333,0.958333,0.958333,0.958333,0.994792,0.995370,0.958333,0.916667,0.131433,0.167850,0.828015,0.564931,0.979167,0.978723
91,0.218711,0.296322,0.296322,0.505496,0.087148,0.090604,0.875000,0.875000,0.821429,0.958333,0.989583,0.991667,0.884615,0.760639,0.166402,0.363415,0.926412,0.835278,0.979167,0.978723,0.265531,0.265531,0.446245,0.084817,0.076169,0.916667,0.916667,0.884615,0.958333,0.994792,0.995370,0.920000,0.836242,0.184129,0.332709,0.926571,0.810670,0.979167,0.978723
92,0.219530,0.218780,0.218780,0.176395,0.261164,0.054987,0.958333,0.958333,0.958333,0.958333,0.991319,0.992816,0.958333,0.916667,0.118071,0.152659,0.806665,0.546296,0.979167,0.978723,0.207269,0.207269,0.152513,0.262026,0.051479,0.979167,0.979167,1.000000,0.958333,0.994792,0.995370,0.978723,0.959166,0.156761,0.134450,0.803074,0.504332,0.979167,0.978723
93,0.243851,0.215132,0.215132,0.240915,0.189348,0.053745,0.937500,0.937500,0.920000,0.958333,0.989583,0.991667,0.938776,0.875761,0.115863,0.199312,0.854028,0.650137,0.979167,0.978723,0.198591,0.198591,0.208523,0.188658,0.047392,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.132401,0.176610,0.851589,0.609537,0.979167,0.978723
94,0.253202,0.308885,0.308885,0.543207,0.074564,0.097133,0.875000,0.875000,0.821429,0.958333,0.989583,0.991667,0.884615,0.760639,0.182978,0.381222,0.936699,0.859522,0.979167,0.978723,0.275051,0.275051,0.478073,0.072029,0.081338,0.937500,0.937500,0.888889,1.000000,0.994792,0.995370,0.941176,0.881917,0.186084,0.348948,0.937191,0.837150,0.979167,0.978723
95,0.234426,0.218807,0.218807,0.148529,0.289085,0.056198,0.979167,0.979167,1.000000,0.958333,0.991319,0.992816,0.978723,0.959166,0.134787,0.130745,0.791012,0.501779,0.979167,0.978723,0.209192,0.209192,0.127758,0.290626,0.053803,0.958333,0.958333,1.000000,0.916667,0.994792,0.995370,0.956522,0.919866,0.129633,0.114335,0.786973,0.461012,0.979167,0.978723
96,0.248366,0.278429,0.278429,0.080244,0.476615,0.083571,0.875000,0.875000,1.000000,0.750000,0.991319,0.992816,0.857143,0.774597,0.155713,0.074631,0.687366,0.317510,0.979167,0.978723,0.275341,0.275341,0.069000,0.481681,0.084527,0.854167,0.854167,1.000000,0.708333,0.996528,0.996795,0.829268,0.740532,0.166956,0.064797,0.682407,0.286732,0.979167,0.978723
97,0.218856,0.274914,0.274914,0.463797,0.086032,0.082236,0.916667,0.916667,0.884615,0.958333,0.991319,0.992816,0.920000,0.836242,0.159986,0.336859,0.928403,0.835683,0.979167,0.978723,0.244181,0.244181,0.404843,0.083520,0.068106,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.166402,0.304991,0.928540,0.808454,0.979167,0.978723
98,0.235014,0.205727,0.205727,0.224664,0.186789,0.051151,0.937500,0.937500,0.920000,0.958333,0.991319,0.992816,0.938776,0.875761,0.132718,0.186779,0.857410,0.643743,0.979167,0.978723,0.189631,0.189631,0.193170,0.186092,0.045169,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.134168,0.164325,0.854886,0.603775,0.979167,0.978723
99,0.231053,0.208926,0.208926,0.149726,0.268125,0.053061,0.979167,0.979167,1.000000,0.958333,0.991319,0.992816,0.978723,0.959166,0.127667,0.131112,0.805907,0.517930,0.979167,0.978723,0.198681,0.198681,0.128100,0.269262,0.050371,0.958333,0.958333,1.000000,0.916667,0.996528,0.996795,0.956522,0.919866,0.105101,0.114115,0.801987,0.477990,0.979167,0.978723
100,0.217910,0.201403,0.201403,0.213643,0.189163,0.049985,0.937500,0.937500,0.920000,0.958333,0.991319,0.992816,0.938776,0.875761,0.129671,0.178355,0.856742,0.636495,0.979167,0.978723,0.185718,0.185718,0.182999,0.188438,0.044299,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.114611,0.156260,0.854125,0.596401,0.979167,0.978723
101,0.236662,0.206828,0.206828,0.260658,0.152998,0.052676,0.937500,0.937500,0.920000,0.958333,0.991319,0.992816,0.938776,0.875761,0.121651,0.210791,0.881358,0.698605,0.979167,0.978723,0.187564,0.187564,0.223632,0.151496,0.045010,0.937500,0.937500,0.920000,0.958333,0.994792,0.995370,0.938776,0.875761,0.140146,0.185610,0.879559,0.661270,0.979167,0.978723
102,0.202618,0.463265,0.463265,0.028340,0.898190,0.159020,0.729167,0.729167,1.000000,0.458333,0.991319,0.992816,0.628571,0.545250,0.229229,0.027583,0.513960,0.125661,0.979167,0.978723,0.466067,0.466067,0.024364,0.907771,0.161273,0.750000,0.750000,1.000000,0.500000,0.996528,0.996795,0.666667,0.577350,0.233010,0.023799,0.510182,0.112317,0.979167,0.978723
103,0.347233,0.288940,0.288940,0.506528,0.071351,0.089108,0.875000,0.875000,0.821429,0.958333,0.991319,0.992816,0.884615,0.760639,0.169921,0.358285,0.939882,0.858002,0.979167,0.978723,0.255123,0.255123,0.441430,0.068817,0.073592,0.937500,0.937500,0.888889,1.000000,0.996528,0.996795,0.941176,0.881917,0.172244,0.324749,0.940373,0.835023,0.979167,0.978723
104,0.220104,0.200099,0.200099,0.227122,0.173076,0.049866,0.937500,0.937500,0.920000,0.958333,0.991319,0.992816,0.938776,0.875761,0.103702,0.187813,0.867438,0.647294,0.979167,0.978723,0.183525,0.183525,0.194799,0.172250,0.043665,0.937500,0.937500,0.920000,0.958333,0.996528,0.996795,0.938776,0.875761,0.129207,0.164862,0.865172,0.612268,0.979167,0.978723
105,0.209240,0.232880,0.232880,0.095608,0.370152,0.065078,0.916667,0.916667,1.000000,0.833333,0.991319,0.992816,0.909091,0.845154,0.133659,0.087316,0.748532,0.378272,0.979167,0.978723,0.227571,0.227571,0.081535,0.373608,0.064995,0.937500,0.937500,1.000000,0.875000,0.996528,0.996795,0.933333,0.881917,0.160707,0.075351,0.743823,0.346663,0.979167,0.978723
106,0.229713,0.234030,0.234030,0.368178,0.099882,0.065443,0.916667,0.916667,0.884615,0.958333,0.991319,0.992816,0.920000,0.836242,0.136522,0.278578,0.919110,0.793269,0.979167,0.978723,0.207436,0.207436,0.317308,0.097564,0.053784,0.937500,0.937500,0.920000,0.958333,0.996528,0.996795,0.938776,0.875761,0.147431,0.248092,0.918732,0.765179,0.979167,0.978723
107,0.194823,0.222311,0.222311,0.336040,0.108583,0.060646,0.937500,0.937500,0.920000,0.958333,0.991319,0.992816,0.938776,0.875761,0.126773,0.258359,0.913162,0.774811,0.979167,0.978723,0.197458,0.197458,0.288595,0.106322,0.049982,0.937500,0.937500,0.920000,0.958333,0.996528,0.996795,0.938776,0.875761,0.132831,0.228905,0.912521,0.745121,0.979167,0.978723
108,0.181974,0.197655,0.197655,0.136132,0.259178,0.050344,0.979167,0.979167,1.000000,0.958333,0.991319,0.992816,0.978723,0.959166,0.117473,0.119619,0.814705,0.504968,0.979167,0.978723,0.187884,0.187884,0.115486,0.260281,0.047960,0.958333,0.958333,1.000000,0.916667,0.996528,0.996795,0.956522,0.919866,0.102865,0.103176,0.810765,0.468109,0.979167,0.978723
109,0.202567,0.226861,0.226861,0.355897,0.097826,0.063362,0.937500,0.937500,0.920000,0.958333,0.991319,0.992816,0.938776,0.875761,0.147120,0.269120,0.921617,0.800268,0.979167,0.978723,0.199944,0.199944,0.304685,0.095202,0.051709,0.937500,0.937500,0.920000,0.958333,0.996528,0.996795,0.938776,0.875761,0.141485,0.238168,0.921315,0.771446,0.979167,0.978723
110,0.193721,0.234377,0.234377,0.379451,0.089303,0.066912,0.916667,0.916667,0.884615,0.958333,0.991319,0.992816,0.920000,0.836242,0.151382,0.282511,0.928066,0.819991,0.979167,0.978723,0.205593,0.205593,0.324685,0.086501,0.054320,0.937500,0.937500,0.920000,0.958333,0.996528,0.996795,0.938776,0.875761,0.134634,0.250331,0.928033,0.792519,0.979167,0.978723
111,0.201888,0.206393,0.206393,0.103817,0.308969,0.055158,0.937500,0.937500,1.000000,0.875000,0.991319,0.992816,0.933333,0.881917,0.129381,0.093399,0.787528,0.435918,0.979167,0.978723,0.199378,0.199378,0.087476,0.311279,0.054270,0.937500,0.937500,1.000000,0.875000,0.996528,0.996795,0.933333,0.881917,0.138744,0.079804,0.782843,0.400192,0.979167,0.978723
112,0.198743,0.195816,0.195816,0.262552,0.129079,0.050924,0.937500,0.937500,0.920000,0.958333,0.991319,0.992816,0.938776,0.875761,0.123974,0.208740,0.900723,0.732669,0.979167,0.978723,0.174613,0.174613,0.222375,0.126851,0.042498,0.937500,0.937500,0.920000,0.958333,0.996528,0.996795,0.938776,0.875761,0.115433,0.181790,0.899409,0.699194,0.979167,0.978723
113,0.186471,0.181834,0.181834,0.175050,0.188617,0.045176,0.958333,0.958333,0.958333,0.958333,0.991319,0.992816,0.958333,0.916667,0.109468,0.147796,0.861725,0.614587,0.979167,0.978723,0.167529,0.167529,0.147249,0.187809,0.040479,0.979167,0.979167,1.000000,0.958333,0.996528,0.996795,0.978723,0.959166,0.124922,0.127003,0.858808,0.576819,0.979167,0.978723
114,0.181669,0.180810,0.180810,0.191901,0.169720,0.045147,0.937500,0.937500,0.920000,0.958333,0.991319,0.992816,0.938776,0.875761,0.121933,0.159586,0.874565,0.650924,0.979167,0.978723,0.164762,0.164762,0.161175,0.168348,0.039560,0.937500,0.937500,0.920000,0.958333,0.996528,0.996795,0.938776,0.875761,0.122530,0.137162,0.872059,0.613346,0.979167,0.978723
115,0.175056,0.203082,0.203082,0.299718,0.106446,0.055073,0.937500,0.937500,0.920000,0.958333,0.991319,0.992816,0.938776,0.875761,0.110381,0.231014,0.917528,0.784680,0.979167,0.978723,0.178171,0.178171,0.252851,0.103491,0.044823,0.937500,0.937500,0.920000,0.958333,0.996528,0.996795,0.938776,0.875761,0.127153,0.201104,0.916919,0.753317,0.979167,0.978723
116,0.179605,0.198612,0.198612,0.287773,0.109451,0.053459,0.937500,0.937500,0.920000,0.958333,0.991319,0.992816,0.938776,0.875761,0.106326,0.223045,0.915760,0.778182,0.979167,0.978723,0.174354,0.174354,0.242208,0.106500,0.043596,0.937500,0.937500,0.920000,0.958333,0.996528,0.996795,0.938776,0.875761,0.124813,0.193595,0.915030,0.746432,0.979167,0.978723
117,0.173982,0.187521,0.187521,0.109323,0.265718,0.048671,0.958333,0.958333,1.000000,0.916667,0.991319,0.992816,0.956522,0.919866,0.097472,0.096971,0.817039,0.488852,0.979167,0.978723,0.178939,0.178939,0.090932,0.266946,0.047047,0.937500,0.937500,1.000000,0.875000,0.996528,0.996795,0.933333,0.881917,0.124485,0.081954,0.812414,0.450115,0.979167,0.978723
118,0.186000,0.193010,0.193010,0.274064,0.111957,0.051630,0.937500,0.937500,0.920000,0.958333,0.991319,0.992816,0.938776,0.875761,0.101096,0.213399,0.914620,0.771953,0.979167,0.978723,0.169379,0.169379,0.229796,0.108962,0.042179,0.937500,0.937500,0.920000,0.958333,0.996528,0.996795,0.938776,0.875761,0.121408,0.184406,0.913777,0.739921,0.979167,0.978723
119,0.171759,0.236557,0.236557,0.060090,0.413024,0.069616,0.916667,0.916667,1.000000,0.833333,0.991319,0.992816,0.909091,0.845154,0.128135,0.055976,0.738069,0.319294,0.979167,0.978723,0.233984,0.233984,0.049846,0.418123,0.071043,0.916667,0.916667,1.000000,0.833333,0.996528,0.996795,0.909091,0.845154,0.110508,0.046893,0.732091,0.288519,0.979167,0.978723
120,0.172929,0.172567,0.172567,0.139928,0.205206,0.043285,0.958333,0.958333,0.958333,0.958333,0.991319,0.992816,0.958333,0.916667,0.080261,0.120081,0.855309,0.584238,0.979167,0.978723,0.160245,0.160245,0.115916,0.204574,0.039775,0.979167,0.979167,1.000000,0.958333,0.996528,0.996795,0.978723,0.959166,0.102493,0.101455,0.851658,0.544565,0.979167,0.978723
121,0.190748,0.176718,0.176718,0.116426,0.237011,0.045101,0.979167,0.979167,1.000000,0.958333,0.991319,0.992816,0.978723,0.959166,0.114810,0.101996,0.836442,0.528836,0.979167,0.978723,0.166794,0.166794,0.096211,0.237376,0.042824,0.958333,0.958333,1.000000,0.916667,0.996528,0.996795,0.956522,0.919866,0.115898,0.085769,0.832066,0.489502,0.979167,0.978723
122,0.176418,0.177576,0.177576,0.227841,0.127311,0.046253,0.937500,0.937500,0.920000,0.958333,0.991319,0.992816,0.938776,0.875761,0.106540,0.181627,0.905696,0.737974,0.979167,0.978723,0.156854,0.156854,0.189308,0.124400,0.038460,0.937500,0.937500,0.920000,0.958333,0.996528,0.996795,0.938776,0.875761,0.104364,0.155113,0.904267,0.703959,0.979167,0.978723
123,0.160839,0.176117,0.176117,0.109419,0.242815,0.045268,0.979167,0.979167,1.000000,0.958333,0.991319,0.992816,0.978723,0.959166,0.105977,0.096245,0.834089,0.516170,0.979167,0.978723,0.166717,0.166717,0.090088,0.243346,0.043277,0.958333,0.958333,1.000000,0.916667,0.996528,0.996795,0.956522,0.919866,0.115277,0.080599,0.829528,0.477265,0.979167,0.978723
