batch_id,config_local,timing_status,wns,lut_count,ff_count,bram_count,dsp_count,bin_exists,bin_path
STAND_FP03,9,PASS,0.044,50896,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP03/build_hw/bitstreams/config_9/vfpga_c9_0.bin
STAND_FP03,10,PASS,0.044,56896,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP03/build_hw/bitstreams/config_10/vfpga_c10_0.bin
STAND_FP03,11,PASS,0.003,62896,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP03/build_hw/bitstreams/config_11/vfpga_c11_0.bin
STAND_FP03,12,PASS,0.044,65896,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP03/build_hw/bitstreams/config_12/vfpga_c12_0.bin
STAND_FP03,13,PASS,0.04,68896,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP03/build_hw/bitstreams/config_13/vfpga_c13_0.bin
STAND_FP03,14,PASS,0.044,74896,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP03/build_hw/bitstreams/config_14/vfpga_c14_0.bin
STAND_FP04,0,PASS,0.044,8944,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_0/vfpga_c0_0.bin
STAND_FP04,1,PASS,0.044,8980,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_1/vfpga_c1_0.bin
STAND_FP04,2,PASS,0.044,9124,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_2/vfpga_c2_0.bin
STAND_FP04,3,PASS,0.025,9700,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_3/vfpga_c3_0.bin
STAND_FP04,4,PASS,0.044,12004,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_4/vfpga_c4_0.bin
STAND_FP04,5,PASS,0.044,21220,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_5/vfpga_c5_0.bin
STAND_FP04,6,PASS,0.044,33508,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_6/vfpga_c6_0.bin
STAND_FP04,7,PASS,0.044,38932,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_7/vfpga_c7_0.bin
STAND_FP04,8,PASS,0.044,44896,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_8/vfpga_c8_0.bin
STAND_FP04,9,PASS,0.044,50896,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_9/vfpga_c9_0.bin
STAND_FP04,10,PASS,0.044,56896,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_10/vfpga_c10_0.bin
STAND_FP04,11,FAIL,-0.003,62896,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_11/vfpga_c11_0.bin
STAND_FP04,12,PASS,0.035,65896,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_12/vfpga_c12_0.bin
STAND_FP04,13,PASS,0.044,68896,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_13/vfpga_c13_0.bin
STAND_FP04,14,PASS,0.044,74896,15381,34.5,0,True,/pub/scratch/sdeheredia/Coyote/examples/full_dataset_it1/builds/STAND_FP04/build_hw/bitstreams/config_14/vfpga_c14_0.bin
