epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
62,0.690948,0.684996,0.684996,0.762641,0.607352,0.245955,0.500000,0.500000,0.500000,1.000000,0.980903,0.980410,0.666667,0.000000,0.039182,0.533552,0.544812,0.537438,0.937500,0.938776,0.685499,0.685499,0.763294,0.607704,0.246205,0.500000,0.500000,0.500000,1.000000,0.946181,0.953929,0.666667,0.000000,0.039237,0.533850,0.544625,0.539454,0.875000,0.863636
63,0.688770,0.683280,0.683280,0.665678,0.700882,0.245069,0.583333,0.583333,1.000000,0.166667,0.968750,0.971582,0.285714,0.301511,0.074293,0.486062,0.496162,0.491488,0.895833,0.888889,0.683548,0.683548,0.666696,0.700400,0.245202,0.625000,0.625000,1.000000,0.250000,0.967014,0.971039,0.400000,0.377964,0.116167,0.486582,0.496403,0.491488,0.916667,0.913043
64,0.685640,0.683174,0.683174,0.737699,0.628649,0.245030,0.500000,0.500000,0.500000,1.000000,0.982639,0.981835,0.666667,0.000000,0.027551,0.521771,0.533331,0.525398,0.958333,0.960000,0.683628,0.683628,0.738366,0.628890,0.245257,0.500000,0.500000,0.500000,1.000000,0.958333,0.963596,0.666667,0.000000,0.027645,0.522084,0.533207,0.527667,0.895833,0.888889
65,0.691839,0.683478,0.683478,0.652090,0.714867,0.245171,0.500000,0.500000,0.000000,0.000000,0.967014,0.970433,0.000000,0.000000,0.015848,0.479030,0.489273,0.484746,0.895833,0.888889,0.683673,0.683673,0.652735,0.714611,0.245268,0.500000,0.500000,0.000000,0.000000,0.970486,0.973457,0.000000,0.000000,0.015618,0.479363,0.489400,0.484746,0.916667,0.913043
66,0.683488,0.681147,0.681147,0.682814,0.679481,0.244001,0.895833,0.895833,0.913043,0.875000,0.979167,0.980403,0.893617,0.792355,0.389542,0.494788,0.506900,0.499659,0.937500,0.938776,0.681375,0.681375,0.683031,0.679719,0.244115,0.916667,0.916667,0.916667,0.916667,0.970486,0.973612,0.916667,0.833333,0.410483,0.494892,0.506783,0.500893,0.916667,0.913043
67,0.682033,0.679339,0.679339,0.689846,0.668832,0.243098,0.812500,0.812500,0.727273,1.000000,0.980903,0.981635,0.842105,0.674200,0.304320,0.498322,0.512333,0.503720,0.937500,0.938776,0.679679,0.679679,0.690394,0.668965,0.243268,0.750000,0.750000,0.666667,1.000000,0.970486,0.973612,0.800000,0.577350,0.241673,0.498590,0.512269,0.505246,0.916667,0.913043
68,0.680176,0.677555,0.677555,0.716983,0.638128,0.242219,0.520833,0.520833,0.510638,1.000000,0.982639,0.982299,0.676056,0.145865,0.020029,0.511743,0.528316,0.516948,0.958333,0.960000,0.677948,0.677948,0.717238,0.638658,0.242415,0.562500,0.562500,0.533333,1.000000,0.965278,0.968527,0.695652,0.258199,0.042329,0.511855,0.528044,0.520341,0.895833,0.888889
69,0.678629,0.680065,0.680065,0.776828,0.583302,0.243535,0.500000,0.500000,0.500000,1.000000,0.977431,0.976877,0.666667,0.000000,0.049097,0.540094,0.558099,0.546119,0.937500,0.938776,0.680364,0.680364,0.775895,0.584833,0.243681,0.500000,0.500000,0.500000,1.000000,0.946181,0.954196,0.666667,0.000000,0.048452,0.539646,0.557258,0.548181,0.895833,0.893617
70,0.686299,0.680944,0.680944,0.598474,0.763415,0.243947,0.500000,0.500000,0.000000,0.000000,0.965278,0.969165,0.000000,0.000000,0.041784,0.450317,0.466116,0.459646,0.895833,0.888889,0.681185,0.681185,0.598567,0.763802,0.244068,0.500000,0.500000,0.000000,0.000000,0.968750,0.971508,0.000000,0.000000,0.041850,0.450361,0.465939,0.456641,0.916667,0.920000
71,0.680619,0.690884,0.690884,0.865517,0.516251,0.249024,0.500000,0.500000,0.500000,1.000000,0.960069,0.964374,0.666667,0.000000,0.219103,0.579116,0.596813,0.588400,0.895833,0.888889,0.690865,0.690865,0.863086,0.518644,0.249008,0.500000,0.500000,0.500000,1.000000,0.925347,0.945265,0.666667,0.000000,0.218015,0.578070,0.595404,0.589188,0.875000,0.857143
72,0.675350,0.672866,0.672866,0.651450,0.694282,0.239868,0.770833,0.770833,1.000000,0.541667,0.975694,0.977450,0.702703,0.609449,0.256919,0.478655,0.499493,0.486676,0.937500,0.938776,0.673282,0.673282,0.651333,0.695232,0.240077,0.729167,0.729167,1.000000,0.458333,0.965278,0.969706,0.628571,0.545250,0.214831,0.478576,0.499030,0.488177,0.916667,0.916667
73,0.673287,0.668899,0.668899,0.695395,0.642404,0.237892,0.666667,0.666667,0.600000,1.000000,0.980903,0.980874,0.750000,0.447214,0.149848,0.501041,0.526108,0.509755,0.937500,0.938776,0.669559,0.669559,0.695322,0.643796,0.238222,0.687500,0.687500,0.615385,1.000000,0.961806,0.967078,0.761905,0.480384,0.170440,0.500973,0.525395,0.508695,0.895833,0.901961
74,0.670702,0.666068,0.666068,0.643386,0.688750,0.236477,0.833333,0.833333,1.000000,0.666667,0.977431,0.979254,0.800000,0.707107,0.315841,0.474394,0.502312,0.484418,0.937500,0.938776,0.666924,0.666924,0.644529,0.689320,0.236906,0.791667,0.791667,1.000000,0.583333,0.958333,0.965755,0.736842,0.641689,0.274112,0.474961,0.502047,0.487279,0.916667,0.916667
75,0.665115,0.662561,0.662561,0.621048,0.704074,0.234747,0.708333,0.708333,1.000000,0.416667,0.975694,0.977170,0.588235,0.512989,0.184330,0.462494,0.494715,0.473972,0.937500,0.938776,0.663584,0.663584,0.622314,0.704854,0.235261,0.708333,0.708333,1.000000,0.416667,0.954861,0.962034,0.588235,0.512989,0.183991,0.463130,0.494359,0.479359,0.895833,0.888889
76,0.672106,0.661849,0.661849,0.593586,0.730112,0.234444,0.500000,0.500000,0.000000,0.000000,0.977431,0.979254,0.000000,0.000000,0.035226,0.447518,0.482031,0.460147,0.937500,0.938776,0.662896,0.662896,0.594500,0.731292,0.234969,0.541667,0.541667,1.000000,0.083333,0.958333,0.965755,0.153846,0.208514,0.035264,0.447973,0.481498,0.463020,0.916667,0.916667
77,0.664631,0.654239,0.654239,0.710169,0.598309,0.230641,0.645833,0.645833,0.585366,1.000000,0.979167,0.978681,0.738462,0.413197,0.113570,0.508218,0.549964,0.521572,0.937500,0.938776,0.655706,0.655706,0.710359,0.601053,0.231372,0.625000,0.625000,0.571429,1.000000,0.954861,0.961027,0.727273,0.377964,0.092064,0.508223,0.548509,0.529363,0.895833,0.893617
78,0.675360,0.660209,0.660209,0.556862,0.763557,0.233747,0.500000,0.500000,0.000000,0.000000,0.977431,0.979254,0.000000,0.000000,0.069761,0.426820,0.466246,0.441643,0.937500,0.938776,0.661397,0.661397,0.557484,0.765310,0.234342,0.500000,0.500000,0.000000,0.000000,0.956597,0.963951,0.000000,0.000000,0.102952,0.427116,0.465475,0.444471,0.916667,0.916667
79,0.661322,0.649116,0.649116,0.687991,0.610241,0.228061,0.708333,0.708333,0.631579,1.000000,0.980903,0.980874,0.774194,0.512989,0.180452,0.497147,0.543495,0.512632,0.937500,0.938776,0.650816,0.650816,0.688163,0.613469,0.228912,0.687500,0.687500,0.615385,1.000000,0.956597,0.963220,0.761905,0.480384,0.159217,0.497136,0.541807,0.519669,0.895833,0.893617
80,0.676312,0.647327,0.647327,0.658676,0.635978,0.227137,0.916667,0.916667,0.916667,0.916667,0.979167,0.979551,0.916667,0.833333,0.391721,0.482187,0.529714,0.498832,0.937500,0.938776,0.649001,0.649001,0.658918,0.639084,0.227980,0.875000,0.875000,0.846154,0.916667,0.958333,0.965612,0.880000,0.752618,0.350619,0.482216,0.528138,0.509886,0.895833,0.883721
81,0.679963,0.662650,0.662650,0.522928,0.802372,0.235126,0.500000,0.500000,0.000000,0.000000,0.975694,0.977450,0.000000,0.000000,0.201721,0.407021,0.448549,0.423695,0.937500,0.938776,0.663814,0.663814,0.523858,0.803770,0.235704,0.500000,0.500000,0.000000,0.000000,0.961806,0.968589,0.000000,0.000000,0.151056,0.407515,0.447965,0.427905,0.916667,0.913043
82,0.642748,0.670951,0.670951,0.893881,0.448022,0.239805,0.500000,0.500000,0.500000,1.000000,0.979167,0.978302,0.666667,0.000000,0.273019,0.590528,0.639161,0.605425,0.958333,0.960000,0.672520,0.672520,0.893324,0.451717,0.240518,0.500000,0.500000,0.500000,1.000000,0.944444,0.954742,0.666667,0.000000,0.231038,0.590152,0.636875,0.613254,0.895833,0.893617
83,0.690740,0.650244,0.650244,0.745498,0.554990,0.228806,0.520833,0.520833,0.510638,1.000000,0.980903,0.980874,0.676056,0.145865,0.049762,0.525166,0.574357,0.543094,0.937500,0.938776,0.651848,0.651848,0.745335,0.558360,0.229597,0.583333,0.583333,0.545455,1.000000,0.960069,0.966194,0.705882,0.301511,0.065348,0.524973,0.572497,0.554213,0.895833,0.883721
84,0.668034,0.654749,0.654749,0.790239,0.519259,0.231250,0.520833,0.520833,0.510638,1.000000,0.977431,0.977185,0.676056,0.145865,0.248674,0.545907,0.595229,0.564094,0.937500,0.938776,0.656301,0.656301,0.789921,0.522681,0.232000,0.500000,0.500000,0.500000,1.000000,0.958333,0.964111,0.666667,0.000000,0.214015,0.545639,0.593267,0.569500,0.895833,0.893617
85,0.651818,0.667471,0.667471,0.481817,0.853126,0.237783,0.500000,0.500000,0.000000,0.000000,0.965278,0.970334,0.000000,0.000000,0.359939,0.382115,0.426441,0.408530,0.916667,0.909091,0.668581,0.668581,0.482956,0.854205,0.238324,0.500000,0.500000,0.000000,0.000000,0.958333,0.965651,0.000000,0.000000,0.343840,0.382764,0.426022,0.404601,0.916667,0.913043
86,0.661237,0.707231,0.707231,1.053225,0.361236,0.257945,0.500000,0.500000,0.500000,1.000000,0.972222,0.972438,0.666667,0.000000,0.305148,0.650724,0.697066,0.666609,0.937500,0.938776,0.707992,0.707992,1.050515,0.365469,0.258207,0.500000,0.500000,0.500000,1.000000,0.930556,0.945888,0.666667,0.000000,0.290760,0.649613,0.694197,0.676275,0.875000,0.863636
87,0.682115,0.665213,0.665213,0.863094,0.467332,0.236818,0.500000,0.500000,0.500000,1.000000,0.980903,0.980495,0.666667,0.000000,0.390969,0.577756,0.626924,0.594568,0.958333,0.960000,0.666645,0.666645,0.862633,0.470658,0.237482,0.500000,0.500000,0.500000,1.000000,0.953125,0.959442,0.666667,0.000000,0.349588,0.577418,0.624915,0.605326,0.875000,0.863636
88,0.644585,0.663232,0.663232,0.493987,0.832476,0.235611,0.500000,0.500000,0.000000,0.000000,0.965278,0.970334,0.000000,0.000000,0.316071,0.389565,0.435341,0.417642,0.916667,0.909091,0.664412,0.664412,0.495442,0.833382,0.236189,0.500000,0.500000,0.000000,0.000000,0.963542,0.970820,0.000000,0.000000,0.282799,0.390399,0.434983,0.417596,0.916667,0.909091
89,0.657751,0.644237,0.644237,0.756214,0.532261,0.225952,0.520833,0.520833,0.510638,1.000000,0.980903,0.981635,0.676056,0.145865,0.206148,0.530091,0.587629,0.552934,0.937500,0.938776,0.645820,0.645820,0.755236,0.536403,0.226723,0.583333,0.583333,0.545455,1.000000,0.960069,0.966019,0.705882,0.301511,0.204027,0.529481,0.585287,0.565354,0.895833,0.883721
90,0.647542,0.637857,0.637857,0.582937,0.692777,0.222526,0.812500,0.812500,1.000000,0.625000,0.975694,0.979155,0.769231,0.674200,0.273852,0.441318,0.500674,0.465502,0.937500,0.938776,0.639322,0.639322,0.581854,0.696790,0.223281,0.770833,0.770833,1.000000,0.541667,0.961806,0.967947,0.702703,0.609449,0.230995,0.440588,0.498759,0.468035,0.916667,0.916667
91,0.692930,0.655676,0.655676,0.496974,0.814379,0.231875,0.500000,0.500000,0.000000,0.000000,0.967014,0.971792,0.000000,0.000000,0.319763,0.391313,0.443378,0.423398,0.916667,0.909091,0.656949,0.656949,0.497618,0.816280,0.232510,0.500000,0.500000,0.000000,0.000000,0.960069,0.967989,0.000000,0.000000,0.303103,0.391633,0.442588,0.421936,0.916667,0.909091
92,0.674609,0.640279,0.640279,0.629271,0.651288,0.223638,0.895833,0.895833,0.952381,0.833333,0.973958,0.977170,0.888889,0.797925,0.366339,0.466629,0.521750,0.490732,0.937500,0.938776,0.641686,0.641686,0.629255,0.654117,0.224353,0.895833,0.895833,1.000000,0.791667,0.961806,0.967947,0.883721,0.809427,0.366553,0.466515,0.520349,0.492770,0.916667,0.916667
93,0.676698,0.652693,0.652693,0.524869,0.780517,0.230195,0.500000,0.500000,0.000000,0.000000,0.967014,0.971792,0.000000,0.000000,0.195012,0.408054,0.458574,0.440112,0.916667,0.909091,0.653949,0.653949,0.526019,0.781880,0.230822,0.500000,0.500000,0.000000,0.000000,0.967014,0.973411,0.000000,0.000000,0.194339,0.408670,0.457991,0.439228,0.916667,0.909091
94,0.643799,0.638830,0.638830,0.714858,0.562801,0.223088,0.645833,0.645833,0.585366,1.000000,0.979167,0.980403,0.738462,0.413197,0.100304,0.510242,0.569988,0.536668,0.937500,0.938776,0.640242,0.640242,0.713877,0.566607,0.223790,0.625000,0.625000,0.571429,1.000000,0.961806,0.966966,0.727273,0.377964,0.079087,0.509603,0.567918,0.547893,0.895833,0.883721
95,0.637097,0.634691,0.634691,0.580766,0.688616,0.220962,0.812500,0.812500,1.000000,0.625000,0.973958,0.978208,0.769231,0.674200,0.272553,0.440039,0.502808,0.465617,0.937500,0.938776,0.635972,0.635971,0.579422,0.692521,0.221629,0.770833,0.770833,1.000000,0.541667,0.961806,0.967947,0.702703,0.609449,0.229742,0.439151,0.500945,0.468743,0.916667,0.916667
96,0.631435,0.674868,0.674868,0.970541,0.379196,0.242643,0.500000,0.500000,0.500000,1.000000,0.977431,0.977185,0.666667,0.000000,0.237142,0.620302,0.684788,0.646088,0.937500,0.938776,0.675023,0.675023,0.965264,0.384782,0.242594,0.500000,0.500000,0.500000,1.000000,0.951389,0.958838,0.666667,0.000000,0.246310,0.618011,0.681097,0.655507,0.895833,0.888889
97,0.629721,0.633035,0.633035,0.512081,0.753990,0.220564,0.562500,0.562500,1.000000,0.125000,0.968750,0.973840,0.222222,0.258199,0.236527,0.400155,0.471285,0.445029,0.916667,0.909091,0.634354,0.634354,0.509455,0.759254,0.221277,0.604167,0.604167,1.000000,0.208333,0.958333,0.966034,0.344828,0.340997,0.220075,0.398422,0.468946,0.431355,0.916667,0.916667
98,0.626702,0.619445,0.619445,0.743884,0.495007,0.214014,0.625000,0.625000,0.571429,1.000000,0.979167,0.981238,0.727273,0.377964,0.314212,0.523624,0.610333,0.559171,0.937500,0.938776,0.620132,0.620132,0.738808,0.501456,0.214329,0.604167,0.604167,0.558140,1.000000,0.960069,0.967140,0.716418,0.340997,0.278806,0.520829,0.606611,0.559825,0.916667,0.916667
99,0.628105,0.619701,0.619701,0.775609,0.463794,0.214550,0.562500,0.562500,0.533333,1.000000,0.979167,0.981238,0.695652,0.258199,0.366932,0.538289,0.629702,0.575974,0.937500,0.938776,0.620104,0.620104,0.769560,0.470649,0.214694,0.583333,0.583333,0.545455,1.000000,0.958333,0.965612,0.705882,0.301511,0.348719,0.535044,0.625620,0.597209,0.895833,0.883721
100,0.622396,0.649886,0.649886,0.943517,0.356255,0.231356,0.500000,0.500000,0.500000,1.000000,0.979167,0.979551,0.666667,0.000000,0.316255,0.609117,0.700988,0.646168,0.937500,0.938776,0.649660,0.649660,0.936502,0.362817,0.231048,0.500000,0.500000,0.500000,1.000000,0.967014,0.971856,0.666667,0.000000,0.288282,0.605782,0.696602,0.660606,0.895833,0.888889
101,0.605653,0.721407,0.721407,1.187852,0.254962,0.266507,0.500000,0.500000,0.500000,1.000000,0.979167,0.978302,0.666667,0.000000,0.282525,0.693265,0.775448,0.722180,0.958333,0.960000,0.719471,0.719471,1.178028,0.260914,0.265311,0.500000,0.500000,0.500000,1.000000,0.949653,0.958510,0.666667,0.000000,0.278196,0.689543,0.771008,0.739813,0.895833,0.888889
102,0.596327,0.636803,0.636803,0.394102,0.879504,0.224170,0.500000,0.500000,0.000000,0.000000,0.965278,0.970845,0.000000,0.000000,0.245453,0.324873,0.416638,0.381206,0.916667,0.909091,0.639103,0.639103,0.391015,0.887190,0.225401,0.500000,0.500000,0.000000,0.000000,0.958333,0.965691,0.000000,0.000000,0.198694,0.322584,0.413706,0.372839,0.895833,0.888889
103,0.613872,0.587549,0.587549,0.586934,0.588164,0.197778,0.875000,0.875000,0.909091,0.833333,0.977431,0.980163,0.869565,0.752618,0.314402,0.442348,0.556963,0.489356,0.937500,0.938776,0.589088,0.589088,0.580886,0.597291,0.198671,0.854167,0.854167,0.904762,0.791667,0.960069,0.967000,0.844444,0.713933,0.293335,0.438478,0.552271,0.490992,0.916667,0.916667
104,0.612805,0.583155,0.583155,0.651067,0.515244,0.195966,0.812500,0.812500,0.727273,1.000000,0.979167,0.981238,0.842105,0.674200,0.253241,0.476506,0.598994,0.526359,0.937500,0.938776,0.584429,0.584429,0.644018,0.524840,0.196669,0.791667,0.791667,0.718750,0.958333,0.960069,0.967140,0.821429,0.618718,0.223244,0.472175,0.593673,0.528855,0.916667,0.916667
105,0.657114,0.585288,0.585288,0.535581,0.634994,0.196842,0.895833,0.895833,1.000000,0.791667,0.973958,0.978208,0.883721,0.809427,0.328910,0.413040,0.531797,0.462728,0.937500,0.938776,0.587018,0.587018,0.529467,0.644570,0.197884,0.875000,0.875000,1.000000,0.750000,0.960069,0.967000,0.857143,0.774597,0.306247,0.408980,0.527128,0.463552,0.916667,0.916667
106,0.634680,0.639497,0.639497,0.941205,0.337788,0.226948,0.520833,0.520833,0.510638,1.000000,0.982639,0.982957,0.676056,0.145865,0.336919,0.607585,0.714202,0.655162,0.937500,0.938776,0.638612,0.638612,0.932194,0.345030,0.226269,0.541667,0.541667,0.521739,1.000000,0.967014,0.971636,0.685714,0.208514,0.321833,0.603218,0.709304,0.643019,0.916667,0.920000
107,0.633233,0.621945,0.621945,0.868331,0.375558,0.217458,0.520833,0.520833,0.510638,1.000000,0.982639,0.982957,0.676056,0.145865,0.274101,0.578197,0.687853,0.628351,0.937500,0.938776,0.621641,0.621641,0.860512,0.382770,0.217136,0.583333,0.583333,0.545455,1.000000,0.967014,0.971636,0.705882,0.301511,0.244371,0.574125,0.683182,0.613583,0.916667,0.920000
108,0.608790,0.658914,0.658914,1.014317,0.303512,0.237127,0.500000,0.500000,0.500000,1.000000,0.982639,0.982299,0.666667,0.000000,0.336798,0.634978,0.738978,0.671631,0.958333,0.960000,0.657603,0.657603,1.005080,0.310125,0.236194,0.500000,0.500000,0.500000,1.000000,0.967014,0.971636,0.666667,0.000000,0.351548,0.630705,0.734343,0.671631,0.916667,0.920000
109,0.595157,0.580066,0.580066,0.620267,0.539865,0.194274,0.895833,0.895833,0.851852,0.958333,0.975694,0.979155,0.901961,0.797925,0.330080,0.460173,0.584518,0.515002,0.937500,0.938776,0.581098,0.581098,0.614112,0.548084,0.194899,0.854167,0.854167,0.814815,0.916667,0.961806,0.967947,0.862745,0.713933,0.288309,0.456254,0.580107,0.515142,0.916667,0.916667
110,0.577798,0.613276,0.613276,0.881637,0.344914,0.214244,0.520833,0.520833,0.510638,1.000000,0.979167,0.981238,0.676056,0.145865,0.322522,0.582886,0.709522,0.639428,0.937500,0.938776,0.612599,0.612599,0.872132,0.353066,0.213674,0.583333,0.583333,0.545455,1.000000,0.960069,0.966713,0.705882,0.301511,0.293930,0.577891,0.704098,0.668154,0.895833,0.883721
111,0.610912,0.568539,0.568539,0.593983,0.543094,0.188706,0.937500,0.937500,0.920000,0.958333,0.975694,0.979155,0.938776,0.875761,0.365407,0.445470,0.583102,0.504512,0.937500,0.938776,0.569764,0.569763,0.586923,0.552604,0.189485,0.916667,0.916667,0.916667,0.916667,0.961806,0.967947,0.916667,0.833333,0.344384,0.440876,0.578047,0.505499,0.916667,0.916667
112,0.586352,0.563821,0.563821,0.595919,0.531723,0.186500,0.916667,0.916667,0.884615,0.958333,0.975694,0.979155,0.920000,0.836242,0.341264,0.446310,0.589912,0.507938,0.937500,0.938776,0.565094,0.565094,0.588841,0.541347,0.187315,0.875000,0.875000,0.846154,0.916667,0.960069,0.967000,0.880000,0.752618,0.299472,0.441657,0.584759,0.509388,0.916667,0.916667
113,0.585818,0.633899,0.633899,0.986465,0.281334,0.226403,0.520833,0.520833,0.510638,1.000000,0.980903,0.982387,0.676056,0.145865,0.321612,0.623130,0.755984,0.683283,0.937500,0.938776,0.632767,0.632767,0.976604,0.288929,0.225455,0.562500,0.562500,0.533333,1.000000,0.963542,0.968785,0.695652,0.258199,0.336961,0.618083,0.750592,0.714794,0.895833,0.883721
114,0.572816,0.558989,0.558989,0.650821,0.467156,0.184847,0.812500,0.812500,0.727273,1.000000,0.977431,0.980163,0.842105,0.674200,0.277079,0.475082,0.629171,0.542616,0.937500,0.938776,0.560292,0.560292,0.643829,0.476756,0.185614,0.770833,0.770833,0.685714,1.000000,0.960069,0.967000,0.813559,0.609449,0.257729,0.470491,0.623684,0.544183,0.916667,0.916667
115,0.554638,0.547191,0.547191,0.587554,0.506827,0.178757,0.916667,0.916667,0.884615,0.958333,0.977431,0.980163,0.920000,0.836242,0.330084,0.440892,0.605404,0.511367,0.937500,0.938776,0.549006,0.549006,0.580436,0.517577,0.179903,0.875000,0.875000,0.846154,0.916667,0.960069,0.967000,0.880000,0.752618,0.288329,0.435999,0.599572,0.513890,0.916667,0.916667
116,0.563912,0.575774,0.575774,0.363939,0.787609,0.195457,0.687500,0.687500,1.000000,0.375000,0.970486,0.975205,0.545455,0.480384,0.289255,0.302938,0.459424,0.399289,0.916667,0.909091,0.579650,0.579650,0.359609,0.799691,0.197684,0.666667,0.666667,1.000000,0.333333,0.960069,0.967000,0.500000,0.447214,0.263500,0.299481,0.454666,0.367463,0.916667,0.916667
117,0.568509,0.545619,0.545619,0.682954,0.408285,0.179699,0.750000,0.750000,0.666667,1.000000,0.979167,0.981238,0.800000,0.577350,0.287991,0.490206,0.667699,0.567393,0.937500,0.938776,0.546866,0.546866,0.674503,0.419229,0.180414,0.729167,0.729167,0.648649,1.000000,0.961806,0.968031,0.786885,0.545250,0.319716,0.484607,0.661098,0.571439,0.916667,0.916667
118,0.544260,0.542165,0.542165,0.423837,0.660493,0.177556,0.833333,0.833333,1.000000,0.666667,0.973958,0.978208,0.800000,0.707107,0.330214,0.342431,0.521437,0.409999,0.937500,0.938776,0.545980,0.545980,0.417788,0.674171,0.179900,0.791667,0.791667,1.000000,0.583333,0.960069,0.967000,0.736842,0.641689,0.289027,0.337805,0.515248,0.418035,0.916667,0.916667
119,0.549966,0.539747,0.539747,0.706939,0.372555,0.178021,0.666667,0.666667,0.600000,1.000000,0.979167,0.981238,0.750000,0.447214,0.282373,0.501161,0.692136,0.584282,0.937500,0.938776,0.540959,0.540959,0.697662,0.384256,0.178672,0.687500,0.687500,0.615385,1.000000,0.961806,0.968031,0.761905,0.480384,0.265254,0.494996,0.684819,0.589735,0.916667,0.916667
120,0.523286,0.554812,0.554812,0.803720,0.305904,0.188039,0.645833,0.645833,0.585366,1.000000,0.979167,0.981238,0.738462,0.413197,0.302097,0.545353,0.739282,0.630417,0.937500,0.938776,0.555245,0.555245,0.793398,0.317093,0.188071,0.604167,0.604167,0.558140,1.000000,0.960069,0.967140,0.716418,0.340997,0.298437,0.538691,0.731757,0.637216,0.916667,0.916667
121,0.536418,0.621376,0.621376,1.032679,0.210073,0.224284,0.520833,0.520833,0.510638,1.000000,0.979167,0.980403,0.676056,0.145865,0.326512,0.635406,0.812346,0.715881,0.937500,0.938776,0.619539,0.619539,1.019871,0.219208,0.222695,0.583333,0.583333,0.545455,1.000000,0.960069,0.966713,0.705882,0.301511,0.304852,0.628085,0.805465,0.762746,0.895833,0.883721
122,0.601638,0.677343,0.677343,0.193695,1.160992,0.249387,0.500000,0.500000,0.000000,0.000000,0.967014,0.971792,0.000000,0.000000,0.318885,0.174879,0.320411,0.256368,0.916667,0.909091,0.684068,0.684068,0.191422,1.176715,0.252242,0.500000,0.500000,0.000000,0.000000,0.958333,0.965866,0.000000,0.000000,0.320203,0.172832,0.316420,0.246676,0.895833,0.888889
123,0.597509,0.517668,0.517668,0.619323,0.416014,0.166263,0.812500,0.812500,0.727273,1.000000,0.977431,0.980163,0.842105,0.674200,0.302433,0.455877,0.663724,0.548293,0.937500,0.938776,0.519695,0.519695,0.611249,0.428140,0.167559,0.812500,0.812500,0.727273,1.000000,0.961806,0.968031,0.842105,0.674200,0.283422,0.450033,0.656554,0.552364,0.916667,0.916667
124,0.523788,0.641934,0.641934,0.218552,1.065316,0.232577,0.500000,0.500000,0.000000,0.000000,0.967014,0.971792,0.000000,0.000000,0.311562,0.194811,0.352003,0.284926,0.916667,0.909091,0.647802,0.647802,0.216594,1.079009,0.235274,0.500000,0.500000,0.000000,0.000000,0.960069,0.966813,0.000000,0.000000,0.312579,0.193025,0.348152,0.276800,0.895833,0.888889
125,0.628892,0.513094,0.513094,0.573242,0.452945,0.163392,0.916667,0.916667,0.884615,0.958333,0.975694,0.979155,0.920000,0.836242,0.305836,0.430882,0.640129,0.521395,0.937500,0.938776,0.515621,0.515621,0.566580,0.464662,0.165023,0.875000,0.875000,0.846154,0.916667,0.963542,0.968978,0.880000,0.752618,0.264360,0.425827,0.633475,0.527623,0.916667,0.916667
126,0.537105,0.519370,0.519370,0.650007,0.388732,0.167783,0.791667,0.791667,0.705882,1.000000,0.977431,0.980163,0.827586,0.641689,0.295901,0.471669,0.681728,0.566673,0.937500,0.938776,0.521255,0.521255,0.642511,0.399999,0.168938,0.770833,0.770833,0.685714,1.000000,0.961806,0.968031,0.813559,0.609449,0.278356,0.466134,0.674844,0.570971,0.916667,0.916667
127,0.522427,0.507749,0.507749,0.604326,0.411171,0.161777,0.812500,0.812500,0.727273,1.000000,0.975694,0.979155,0.842105,0.674200,0.295629,0.447133,0.667393,0.544213,0.937500,0.938776,0.510138,0.510138,0.596853,0.423423,0.163311,0.791667,0.791667,0.718750,0.958333,0.961806,0.968031,0.821429,0.618718,0.276784,0.441507,0.660152,0.549541,0.916667,0.916667
128,0.516821,0.498372,0.498372,0.569662,0.427081,0.157167,0.875000,0.875000,0.821429,0.958333,0.975694,0.979155,0.884615,0.760639,0.287209,0.427662,0.657647,0.526076,0.937500,0.938776,0.501469,0.501469,0.562937,0.440000,0.159149,0.854167,0.854167,0.814815,0.916667,0.960069,0.967000,0.862745,0.713933,0.267972,0.422381,0.650214,0.533690,0.916667,0.916667
129,0.524621,0.495048,0.495048,0.436998,0.553098,0.155362,0.895833,0.895833,1.000000,0.791667,0.973958,0.978208,0.883721,0.809427,0.267671,0.348829,0.582313,0.437152,0.937500,0.938776,0.499797,0.499797,0.431782,0.567811,0.158336,0.875000,0.875000,1.000000,0.750000,0.960069,0.967000,0.857143,0.774597,0.245779,0.344497,0.575051,0.450127,0.916667,0.916667
130,0.491934,0.535460,0.535460,0.293804,0.777116,0.178963,0.708333,0.708333,1.000000,0.416667,0.970486,0.975205,0.588235,0.512989,0.252235,0.251339,0.469312,0.382217,0.916667,0.909091,0.542078,0.542078,0.290167,0.793990,0.182617,0.666667,0.666667,1.000000,0.333333,0.958333,0.966109,0.500000,0.447214,0.237442,0.248177,0.462944,0.334232,0.916667,0.916667
