input_resolution,num_layers,column_group,column,status,success,failed,running,skipped_red,other,total,experiments
1024,4,Reuse Factor,RF1,empty,0,0,0,0,0,0,
1024,4,Reuse Factor,RF2,empty,0,0,0,0,0,0,
1024,4,Reuse Factor,RF4,empty,0,0,0,0,0,0,
1024,4,Reuse Factor,RF8,empty,0,0,0,0,0,0,
1024,4,Reuse Factor,RF16,empty,0,0,0,0,0,0,
1024,4,Reuse Factor,RF32,empty,0,0,0,0,0,0,
1024,5,Baseline,P1/2/3,success,1,0,0,0,0,1,res1024_layers5_WfloatAfloat_P0_RFbase
1024,5,Quantization,W2A2,success,1,0,0,0,0,1,res1024_layers5_W2A2_P0_RFbase
1024,5,Quantization,W3A3,success,1,0,0,0,0,1,res1024_layers5_W3A3_P0_RFbase
1024,5,Quantization,W4A4,success,1,0,0,0,0,1,res1024_layers5_W4A4_P0_RFbase
1024,5,Quantization,W6A6,success,1,0,0,0,0,1,res1024_layers5_W6A6_P0_RFbase
1024,5,Quantization,W8A8,success,1,0,0,0,0,1,res1024_layers5_W8A8_P0_RFbase
1024,5,Pruning,P25,success,1,1,0,0,0,2,res1024_layers5_W6A6_P25_RFbase;res1024_layers5_W8A8_P25_RFbase
1024,5,Pruning,P50,success,1,1,0,0,0,2,res1024_layers5_W6A6_P50_RFbase;res1024_layers5_W8A8_P50_RFbase
1024,5,Pruning,P75,success,1,1,0,0,0,2,res1024_layers5_W6A6_P75_RFbase;res1024_layers5_W8A8_P75_RFbase
1024,5,Reuse Factor,RF1,failed,0,2,0,0,0,2,res1024_layers5_W6A6_P0_RF1;res1024_layers5_W6A6_P50_RF1
1024,5,Reuse Factor,RF2,failed,0,2,0,0,0,2,res1024_layers5_W6A6_P0_RF2;res1024_layers5_W6A6_P50_RF2
1024,5,Reuse Factor,RF4,failed,0,2,0,0,0,2,res1024_layers5_W6A6_P0_RF4;res1024_layers5_W6A6_P50_RF4
1024,5,Reuse Factor,RF8,failed,0,2,0,0,0,2,res1024_layers5_W6A6_P0_RF8;res1024_layers5_W6A6_P50_RF8
1024,5,Reuse Factor,RF16,failed,0,2,0,0,0,2,res1024_layers5_W6A6_P0_RF16;res1024_layers5_W6A6_P50_RF16
1024,5,Reuse Factor,RF32,failed,0,2,0,0,0,2,res1024_layers5_W6A6_P0_RF32;res1024_layers5_W6A6_P50_RF32
1024,6,Baseline,P1/2/3,success,1,0,0,0,0,1,res1024_layers6_WfloatAfloat_P0_RFbase
1024,6,Quantization,W2A2,empty,0,0,0,0,0,0,
1024,6,Quantization,W3A3,empty,0,0,0,0,0,0,
1024,6,Quantization,W4A4,failed,0,1,0,0,0,1,res1024_layers6_W4A4_P0_RFbase
1024,6,Quantization,W6A6,failed,0,1,0,0,0,1,res1024_layers6_W6A6_P0_RFbase
1024,6,Quantization,W8A8,failed,0,1,0,0,0,1,res1024_layers6_W8A8_P0_RFbase
1024,6,Pruning,P25,empty,0,0,0,0,0,0,
1024,6,Pruning,P50,empty,0,0,0,0,0,0,
1024,6,Pruning,P75,empty,0,0,0,0,0,0,
1024,6,Reuse Factor,RF1,empty,0,0,0,0,0,0,
1024,6,Reuse Factor,RF2,empty,0,0,0,0,0,0,
1024,6,Reuse Factor,RF4,empty,0,0,0,0,0,0,
1024,6,Reuse Factor,RF8,empty,0,0,0,0,0,0,
1024,6,Reuse Factor,RF16,empty,0,0,0,0,0,0,
1024,6,Reuse Factor,RF32,empty,0,0,0,0,0,0,
1024,7,Baseline,P1/2/3,success,1,0,0,0,0,1,res1024_layers7_WfloatAfloat_P0_RFbase
1024,7,Quantization,W2A2,empty,0,0,0,0,0,0,
1024,7,Quantization,W3A3,empty,0,0,0,0,0,0,
1024,7,Quantization,W4A4,failed,0,1,0,0,0,1,res1024_layers7_W4A4_P0_RFbase
1024,7,Quantization,W6A6,failed,0,1,0,0,0,1,res1024_layers7_W6A6_P0_RFbase
1024,7,Quantization,W8A8,failed,0,1,0,0,0,1,res1024_layers7_W8A8_P0_RFbase
1024,7,Pruning,P25,empty,0,0,0,0,0,0,
1024,7,Pruning,P50,empty,0,0,0,0,0,0,
1024,7,Pruning,P75,empty,0,0,0,0,0,0,
1024,7,Reuse Factor,RF1,empty,0,0,0,0,0,0,
1024,7,Reuse Factor,RF2,empty,0,0,0,0,0,0,
1024,7,Reuse Factor,RF4,empty,0,0,0,0,0,0,
1024,7,Reuse Factor,RF8,empty,0,0,0,0,0,0,
1024,7,Reuse Factor,RF16,empty,0,0,0,0,0,0,
1024,7,Reuse Factor,RF32,empty,0,0,0,0,0,0,
2048,5,Baseline,P1/2/3,failed,0,1,0,0,0,1,res2048_layers5_WfloatAfloat_P0_RFbase_boundary
2048,5,Quantization,W2A2,empty,0,0,0,0,0,0,
2048,5,Quantization,W3A3,empty,0,0,0,0,0,0,
2048,5,Quantization,W4A4,empty,0,0,0,0,0,0,
2048,5,Quantization,W6A6,empty,0,0,0,0,0,0,
2048,5,Quantization,W8A8,empty,0,0,0,0,0,0,
2048,5,Pruning,P25,empty,0,0,0,0,0,0,
2048,5,Pruning,P50,empty,0,0,0,0,0,0,
2048,5,Pruning,P75,empty,0,0,0,0,0,0,
2048,5,Reuse Factor,RF1,empty,0,0,0,0,0,0,
2048,5,Reuse Factor,RF2,empty,0,0,0,0,0,0,
2048,5,Reuse Factor,RF4,empty,0,0,0,0,0,0,
2048,5,Reuse Factor,RF8,empty,0,0,0,0,0,0,
2048,5,Reuse Factor,RF16,empty,0,0,0,0,0,0,
2048,5,Reuse Factor,RF32,empty,0,0,0,0,0,0,
2048,6,Baseline,P1/2/3,success,1,0,0,0,0,1,res2048_layers6_WfloatAfloat_P0_RFbase
2048,6,Quantization,W2A2,success,1,0,0,0,0,1,res2048_layers6_W2A2_P0_RFbase
2048,6,Quantization,W3A3,failed,0,1,0,0,0,1,res2048_layers6_W3A3_P0_RFbase
2048,6,Quantization,W4A4,failed,0,1,0,0,0,1,res2048_layers6_W4A4_P0_RFbase
2048,6,Quantization,W6A6,failed,0,1,0,0,0,1,res2048_layers6_W6A6_P0_RFbase
2048,6,Quantization,W8A8,success,1,0,0,0,0,1,res2048_layers6_W8A8_P0_RFbase
2048,6,Pruning,P25,success,1,0,0,0,0,1,res2048_layers6_W8A8_P25_RFbase
2048,6,Pruning,P50,success,1,0,0,0,0,1,res2048_layers6_W8A8_P50_RFbase
2048,6,Pruning,P75,success,1,0,0,0,0,1,res2048_layers6_W8A8_P75_RFbase
2048,6,Reuse Factor,RF1,failed,0,1,0,0,0,1,res2048_layers6_W8A8_P50_RF1
2048,6,Reuse Factor,RF2,failed,0,1,0,0,0,1,res2048_layers6_W8A8_P50_RF2
2048,6,Reuse Factor,RF4,failed,0,1,0,0,0,1,res2048_layers6_W8A8_P50_RF4
2048,6,Reuse Factor,RF8,failed,0,1,0,0,0,1,res2048_layers6_W8A8_P50_RF8
2048,6,Reuse Factor,RF16,failed,0,1,0,0,0,1,res2048_layers6_W8A8_P50_RF16
2048,6,Reuse Factor,RF32,failed,0,1,0,0,0,1,res2048_layers6_W8A8_P50_RF32
2048,7,Baseline,P1/2/3,success,1,0,0,0,0,1,res2048_layers7_WfloatAfloat_P0_RFbase
2048,7,Quantization,W2A2,empty,0,0,0,0,0,0,
2048,7,Quantization,W3A3,empty,0,0,0,0,0,0,
2048,7,Quantization,W4A4,empty,0,0,0,0,0,0,
2048,7,Quantization,W6A6,empty,0,0,0,0,0,0,
2048,7,Quantization,W8A8,empty,0,0,0,0,0,0,
2048,7,Pruning,P25,empty,0,0,0,0,0,0,
2048,7,Pruning,P50,empty,0,0,0,0,0,0,
2048,7,Pruning,P75,empty,0,0,0,0,0,0,
2048,7,Reuse Factor,RF1,empty,0,0,0,0,0,0,
2048,7,Reuse Factor,RF2,empty,0,0,0,0,0,0,
2048,7,Reuse Factor,RF4,empty,0,0,0,0,0,0,
2048,7,Reuse Factor,RF8,empty,0,0,0,0,0,0,
2048,7,Reuse Factor,RF16,empty,0,0,0,0,0,0,
2048,7,Reuse Factor,RF32,empty,0,0,0,0,0,0,
