epoch,train_loss,val_bce_loss,val_log_loss,val_benign_log_loss,val_standalone_log_loss,val_brier_score,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_f1,val_mcc,val_ece,val_benign_mean_score,val_standalone_mean_score,val_optimal_threshold,val_optimal_accuracy,val_optimal_f1,aug_val_bce_loss,aug_val_log_loss,aug_val_benign_log_loss,aug_val_standalone_log_loss,aug_val_brier_score,aug_val_accuracy,aug_val_balanced_accuracy,aug_val_precision,aug_val_recall,aug_val_roc_auc,aug_val_pr_auc,aug_val_f1,aug_val_mcc,aug_val_ece,aug_val_benign_mean_score,aug_val_standalone_mean_score,aug_val_optimal_threshold,aug_val_optimal_accuracy,aug_val_optimal_f1
52,0.689869,0.688800,0.688800,0.719568,0.658033,0.247829,0.500000,0.500000,0.500000,1.000000,0.921875,0.937602,0.666667,0.000000,0.015455,0.513034,0.517876,0.516608,0.854167,0.829268,0.688720,0.688719,0.719407,0.658032,0.247789,0.500000,0.500000,0.500000,1.000000,0.925347,0.942005,0.666667,0.000000,0.015416,0.512956,0.517877,0.514950,0.875000,0.863636
53,0.690299,0.688808,0.688808,0.737402,0.640213,0.247836,0.500000,0.500000,0.500000,1.000000,0.899306,0.921825,0.666667,0.000000,0.024415,0.521640,0.527189,0.525894,0.854167,0.829268,0.688730,0.688730,0.737268,0.640191,0.247798,0.500000,0.500000,0.500000,1.000000,0.902778,0.923721,0.666667,0.000000,0.024388,0.521576,0.527201,0.525632,0.854167,0.829268
54,0.689914,0.688254,0.688254,0.707125,0.669383,0.247555,0.500000,0.500000,0.500000,1.000000,0.937500,0.949631,0.666667,0.000000,0.009484,0.506938,0.512031,0.509363,0.875000,0.863636,0.688161,0.688161,0.706922,0.669399,0.247508,0.500000,0.500000,0.500000,1.000000,0.942708,0.954612,0.666667,0.000000,0.009430,0.506837,0.512023,0.508952,0.895833,0.888889
55,0.689736,0.687866,0.687866,0.701119,0.674612,0.247360,0.520833,0.520833,0.510638,1.000000,0.953125,0.962829,0.676056,0.145865,0.014128,0.503967,0.509361,0.506225,0.895833,0.888889,0.687760,0.687760,0.700883,0.674637,0.247307,0.520833,0.520833,0.510638,1.000000,0.949653,0.961830,0.676056,0.145865,0.014188,0.503850,0.509348,0.505923,0.916667,0.913043
56,0.688558,0.687793,0.687793,0.736845,0.638742,0.247331,0.500000,0.500000,0.500000,1.000000,0.909722,0.928461,0.666667,0.000000,0.024670,0.521372,0.527969,0.526333,0.854167,0.829268,0.687695,0.687695,0.736660,0.638729,0.247281,0.500000,0.500000,0.500000,1.000000,0.914931,0.933162,0.666667,0.000000,0.024629,0.521283,0.527976,0.526015,0.854167,0.829268
57,0.689266,0.687243,0.687243,0.735195,0.639292,0.247056,0.500000,0.500000,0.500000,1.000000,0.914931,0.932441,0.666667,0.000000,0.024131,0.520581,0.527680,0.525872,0.854167,0.829268,0.687120,0.687120,0.734946,0.639294,0.246994,0.500000,0.500000,0.500000,1.000000,0.918403,0.936440,0.666667,0.000000,0.024070,0.520461,0.527680,0.525512,0.854167,0.829268
58,0.692889,0.688048,0.688048,0.670904,0.705191,0.247451,0.500000,0.500000,0.000000,0.000000,0.979167,0.984197,0.000000,0.000000,0.008614,0.488752,0.494020,0.490622,0.958333,0.958333,0.687914,0.687914,0.670591,0.705236,0.247384,0.500000,0.500000,0.000000,0.000000,0.980903,0.985303,0.000000,0.000000,0.008705,0.488592,0.493998,0.490700,0.958333,0.956522
59,0.694745,0.688587,0.688587,0.764011,0.613164,0.247738,0.500000,0.500000,0.500000,1.000000,0.890625,0.916502,0.666667,0.000000,0.037923,0.534195,0.541652,0.540002,0.854167,0.829268,0.688494,0.688494,0.763867,0.613121,0.247691,0.500000,0.500000,0.500000,1.000000,0.883681,0.911867,0.666667,0.000000,0.037902,0.534128,0.541676,0.539680,0.854167,0.829268
60,0.693600,0.689504,0.689504,0.659456,0.719553,0.248180,0.500000,0.500000,0.000000,0.000000,0.986111,0.989583,0.000000,0.000000,0.015080,0.482866,0.486973,0.484657,0.979167,0.978723,0.689405,0.689405,0.659251,0.719559,0.248131,0.500000,0.500000,0.000000,0.000000,0.987847,0.990591,0.000000,0.000000,0.015135,0.482760,0.486970,0.484375,0.979167,0.978723
61,0.688967,0.687673,0.687673,0.691376,0.683971,0.247263,0.791667,0.791667,0.718750,0.958333,0.961806,0.970087,0.821429,0.618718,0.288634,0.499111,0.504616,0.501526,0.916667,0.909091,0.687564,0.687564,0.691136,0.683992,0.247209,0.791667,0.791667,0.718750,0.958333,0.961806,0.971714,0.821429,0.618718,0.288600,0.498991,0.504606,0.501365,0.937500,0.933333
62,0.692006,0.687601,0.687601,0.730546,0.644656,0.247233,0.500000,0.500000,0.500000,1.000000,0.916667,0.933676,0.666667,0.000000,0.021602,0.518348,0.524855,0.523123,0.854167,0.829268,0.687500,0.687500,0.730357,0.644643,0.247183,0.500000,0.500000,0.500000,1.000000,0.921875,0.937664,0.666667,0.000000,0.021559,0.518257,0.524862,0.522785,0.854167,0.829268
63,0.692402,0.687689,0.687689,0.687297,0.688081,0.247271,0.895833,0.895833,1.000000,0.791667,0.970486,0.976731,0.883721,0.809427,0.392831,0.497064,0.502546,0.499574,0.916667,0.909091,0.687578,0.687578,0.687057,0.688099,0.247216,0.875000,0.875000,1.000000,0.750000,0.965278,0.973710,0.857143,0.774597,0.371931,0.496943,0.502537,0.499393,0.937500,0.933333
